address,fax,full_time_school,id,lat,lon,name,official_id,phone,school_type,school_type_entity,state
Vimystr. 14 85354 Freising,08161 971030,false,BY-85,48.405582,11.742373,Josef-Hofmiller-Gymnasium Freising,85,08161 97100,Gymnasium,Gymnasium,BY
Heimstettener Str. 3 85551 Kirchheim,089 9037198,false,BY-971,48.18333,11.75,Gymnasium Kirchheim b.München,971,"089 90310-24, 25",Gymnasium,Gymnasium,BY
Gallusplatz 2 86152 Augsburg,0821 32418505,false,BY-18,48.376407,10.899052,Gymnasium bei St.Stephan Augsburg,18,0821 324-18500,Gymnasium,Gymnasium,BY
Jochnerstraße 30 86381 Krumbach,08282 896130,false,BY-141,48.243718,10.355863,Simpert-Kraemer-Gymnasium Krumbach,141,08282 89610,Gymnasium,Gymnasium,BY
Lechstraße 6 86899 Landsberg,08191 65710865,false,BY-951,48.052197,10.873627,Ignaz-Kögler-Gymnasium Landsberg am Lech,951,08191 657108-0,Gymnasium,Gymnasium,BY
Kemnater Straße 19 87600 Kaufbeuren,08341 12341,false,BY-130,47.88172,10.611379,Marien-Gymnasium Kaufbeuren d. Schulwerks d. Diözese Augsburg,130,08341 2341,Gymnasium,Gymnasium,BY
Bergstraße 80 87724 Ottobeuren,08332 922420,false,BY-249,47.94686,10.297161,Rupert-Ness-Gymnasium Ottobeuren,249,08332 922410,Gymnasium,Gymnasium,BY
Zum Sportplatz 17 89269 Vöhringen Illerzell,07307 939610,false,BY-395,48.302183,10.053334,Illertal-Gymnasium Vöhringen,395,07307 939600,Gymnasium,Gymnasium,BY
Innerer Laufer Platz 11 90403 Nürnberg,0911 2447454,false,BY-233,49.456341,11.083564,Willstätter-Gymnasium Nürnberg,233,0911 227985,Gymnasium,Gymnasium,BY
Sulzbacher Str. 32 90489 Nürnberg,0911 2315558,false,BY-231,49.457858,11.09402,Melanchthon-Gymnasium Nürnberg,231,0911 2315540,Gymnasium,Gymnasium,BY
Sportplatzstraße 2 90579 Langenzenn,09101 90418-21,false,BY-966,49.491848,10.779986,Wolfgang-Borchert-Gymnasium Langenzenn,966,"09101 90418-0, -10",Gymnasium,Gymnasium,BY
Bismarckstraße 6 91126 Schwabach,09122 690555,false,BY-282,49.326282,11.019175,Adam-Kraft-Gymnasium Schwabach,282,09122 69050,Gymnasium,Gymnasium,BY
Comeniusstraße 4 91413 Neustadt,09161 886955,false,BY-225,49.573258,10.612591,Friedrich-Alexander-Gymnasium Neustadt a.d.Aisch,225,09161 886911,Gymnasium,Gymnasium,BY
An der Hagenau 24 91781 Weißenburg,09141 861726,false,BY-324,49.025355,10.976907,Werner-von-Siemens-Gymnasium Weißenburg,324,09141 86170,Gymnasium,Gymnasium,BY
Eichenweg 3 92507 Nabburg,09433 204810,false,BY-218,49.453164,12.174765,Johann-Andreas-Schmeller-Gymnasium Nabburg,218,09433 20480,Gymnasium,Gymnasium,BY
Hans-Sachs-Str. 2 93049 Regensburg,0941 5074043,false,BY-263,49.023281,12.075053,Albertus-Magnus-Gymnasium Regensburg,263,0941 5074042,Gymnasium,Gymnasium,BY
Pfarrer-Lukas-Straße 36 93413 Cham,09971 8580511,false,BY-52,49.225181,12.667662,Robert-Schuman-Gymnasium Cham,52,09971 858050,Gymnasium,Gymnasium,BY
Dr.-Schott-Str. 54 94227 Zwiesel,09922 60641,false,BY-341,49.018642,13.227633,Gymnasium Zwiesel,341,09922 1340,Gymnasium,Gymnasium,BY
Abteistraße 3 94526 Metten,0991 9108178,false,BY-166,48.855282,12.918098,St.-Michaels-Gymnasium der Benediktiner Metten,166,0991 9108120,Gymnasium,Gymnasium,BY
Finkenweg 15 95119 Naila,09282 960819,false,BY-219,50.336106,11.701258,Gymnasium Naila,219,09282 96080,Gymnasium,Gymnasium,BY
Königsallee 17 95448 Bayreuth,0921 7999113,false,BY-41,49.940537,11.592256,Markgräfin-Wilhelmine-Gymnasium Bayreuth,41,0921 79991-0,Gymnasium,Gymnasium,BY
Kloster-Langheim-Str. 10 96050 Bamberg,0951 9146320,false,BY-36,49.89844,10.910516,Städtisches Eichendorff-Gymnasium Bamberg,36,0951 9146300,Gymnasium,Gymnasium,BY
Rennweger Ring 12 97070 Würzburg,0931 32265-30,false,BY-332,49.796955,9.942517,Riemenschneider-Gymnasium Würzburg,332,0931 32265-0,Gymnasium,Gymnasium,BY
Kanzler-Stürtzel-Straße 15 97318 Kitzingen,09321 131733,false,BY-136,49.730651,10.159106,Armin-Knab-Gymnasium Kitzingen,136,09321 13170,Gymnasium,Gymnasium,BY
Franz-Marschall-Straße 7 97616 Bad Neustadt,09771 7807,false,BY-27,50.325994,10.216863,Rhön-Gymnasium Bad Neustadt,27,09771 2214,Gymnasium,Gymnasium,BY
Oberländerstraße 29 97828 Marktheidenfeld,09391 8737,false,BY-361,49.848587,9.610312,Balthasar-Neumann-Gymnasium Marktheidenfeld,361,09391 1800,Gymnasium,Gymnasium,BY
Weinzierlstr. 38 84036 Landshut,0871 9454174,false,BY-3500,48.526549,12.158731,Volksschule Landshut-Berg,3500,0871 9454173,Grundschule,Grundschule,BY
Schulweg 2 84088 Neufahrn,08773 910599,false,BY-3721,48.736525,12.189865,Volksschule Neufahrn i.NB,3721,08773 416,Grundschule,Grundschule,BY
Kirchstraße 6 84137 Vilsbiburg,08741 3201,false,BY-3733,48.451805,12.357598,Volksschule Vilsbiburg,3733,08741 6555,Grundschule,Grundschule,BY
Schulstraße 4 84169 Altfraunhofen,08705 2158,false,BY-3698,48.44859,12.170818,Volksschule Altfraunhofen,3698,08705 1404,Grundschule,Grundschule,BY
Sonnleiten 27 84367 Reut,08572 969895,false,BY-3878,48.312219,12.93986,Volksschule Reut,3878,08572 304,Grundschule,Grundschule,BY
Kerneigenstraße 4 84384 Wittibreut,08574 9193912,false,BY-3888,48.329188,12.990572,Volksschule Wittibreut,3888,08574 919390,Grundschule,Grundschule,BY
Schulstraße 11 84419 Schwindegg,08082 946142,false,BY-2718,48.27074,12.254373,Volksschule Schwindegg,2718,08082 354,Grundschule,Grundschule,BY
Stadtplatz 36 84489 Burghausen,08677 62740,false,BY-2328,48.158125,12.832132,Hans-Stethaimer-Volksschule Burghausen,2328,08677 61340,Grundschule,Grundschule,BY
Hauptstraße 24 84533 Haiming,08678 8099,false,BY-2338,48.212167,12.884912,Volksschule Haiming,2338,08678 353,Grundschule,Grundschule,BY
Ziegelberg 4 84564 Oberbergkirchen,08637 985057,false,BY-2712,48.306056,12.381335,Volksschule Oberbergkirchen,2712,08637 985055,Grundschule,Grundschule,BY
Stollstr. 2 85053 Ingolstadt,0841 95180199,false,BY-2108,48.754523,11.443941,Volksschule Ingolstadt an der Stollstraße,2108,0841 95180-100,Grundschule,Grundschule,BY
Manchinger Str. 1 85077 Manching Oberstimm,08459 330282,false,BY-2810,48.710831,11.451441,Volksschule Oberstimm in Manching,2810,08459 330280,Grundschule,Grundschule,BY
Kirchweg 10 85122 Hitzhofen,08458 37030,false,BY-2475,48.84787,11.320765,Volksschule Böhmfeld-Hitzhofen,2475,08458 8466,Grundschule,Grundschule,BY
Eduard-Ziegler-Str. 1 85221 Dachau,08131 83578,false,BY-2424,48.246561,11.438223,Volksschule Dachau an der Eduard-Ziegler-Straße,2424,08131 735981,Grundschule,Grundschule,BY
Fränkinger Str. 9 85258 Weichs,08136 998231,false,BY-2443,48.382304,11.411628,Volksschule Weichs,2443,08136 5986,Grundschule,Grundschule,BY
Hohenbachernstr. 30 85354 Freising Vötting,08161 50648,false,BY-2562,48.39859,11.714246,Volksschule Vötting in Freising,2562,08161 13313,Grundschule,Grundschule,BY
Pfarrer-Weingand-Str. 5 85410 Haag,08167 955835,false,BY-2565,48.458555,11.831339,Marina-Thudichum-Volksschule Haag a.d. Amper,2565,08167 955833,Grundschule,Grundschule,BY
Lodererplatz 14 85435 Erding,08122 959272,false,BY-2522,48.309051,11.911343,Volksschule Erding am Lodererplatz,2522,08122 10336,Grundschule,Grundschule,BY
Gruber Straße 11 85551 Kirchheim,089 90468655,false,BY-2124,48.162806,11.76076,Silva-Grundschule Heimstetten in Kirchheim,2124,089 90468654,Grundschule,Grundschule,BY
Birkenstr. 6 85630 Grasbrunn Neukeferloh,089 46238116,false,BY-2737,48.094057,11.7586,Volksschule Neukeferloh,2737,089 4623810,Grundschule,Grundschule,BY
Glonner Str. 2 85665 Moosach,08091 568365,false,BY-2459,48.031893,11.874467,Volksschule Moosach-Alxing,2459,08091 3715,Grundschule,Grundschule,BY
Raiffeisenstr. 27 85716 Unterschleißheim,089 3101254,false,BY-2796,48.272594,11.572609,Michael-Ende-Volksschule Unterschleißheim,2796,089 3103461,Grundschule,Grundschule,BY
Schulstr. 1 85777 Fahrenzhausen,08133 908132,false,BY-2556,48.351477,11.55768,Volksschule Fahrenzhausen,2556,08133 6359,Grundschule,Grundschule,BY
Rote-Torwall-Str. 14 86161 Augsburg,0821 3249478,false,BY-8521,48.35824,10.902754,"Volksschule Augsburg, Vor dem Roten Tor",8521,0821 3249480,Grundschule,Grundschule,BY
Georg-Käß-Platz 1 86179 Augsburg,0821 3247395,false,BY-8535,48.309117,10.910342,Eichendorff-Volksschule Augsburg-Haunstetten,8535,0821 3247390,Grundschule,Grundschule,BY
Mindelheimer Str. 26 86343 Königsbrunn,08231 88615,false,BY-8677,48.277533,10.880966,Volksschule Königsbrunn-West,8677,08231 88614,Grundschule,Grundschule,BY
Frieda-Forster-Straße 9 a 86399 Bobingen Straßberg,08234 959946,false,BY-8630,48.272566,10.785551,Volksschule Straßberg,8630,08234 959940,Grundschule,Grundschule,BY
Schulstraße 11 86450 Altenmünster,08295 2032,false,BY-8625,48.468302,10.589258,Volksschule Altenmünster,8625,08295 1025,Grundschule,Grundschule,BY
Schulstr. 7 86494 Emersacker,08293 7838,false,BY-8633,48.486972,10.673747,Volksschule Emersacker,8633,08293 7835,Grundschule,Grundschule,BY
Rudolf-Lang-Str. 1 86513 Ursberg,08281 2169,false,BY-8703,48.266077,10.442302,Volksschule Ursberg,8703,08281 3666,Grundschule,Grundschule,BY
Schulweg 9 86551 Aichach Griesbeckerzell,08251 52061,false,BY-8602,48.441806,11.053196,Volksschule Griesbeckerzell - Obergriesbach,8602,08251 2654,Grundschule,Grundschule,BY
Spindeltal 6 86609 Donauwörth,0906 7064315,false,BY-8898,48.720344,10.779498,Mangold-Volksschule Donauwörth,8898,0906 70643-11,Grundschule,Grundschule,BY
Schäfflerstraße 25 86695 Nordendorf,08273 91552,false,BY-8660,48.591236,10.832782,Volksschule Nordendorf,8660,08273 2420221,Grundschule,Grundschule,BY
Raiffeisenstraße 9 86733 Alerheim,09085 452,false,BY-8892,48.843351,10.616399,Johann-Wilhelm-Klein-Volksschule Alerheim,8892,09085 308,Grundschule,Grundschule,BY
Schulstraße 21 86836 Klosterlechfeld,08232 904918,false,BY-8644,48.155519,10.8294,Von-Imhof-Volksschule Klosterlechfeld,8644,08232 2537,Grundschule,Grundschule,BY
Schulstraße 6 86899 Landsberg Erpfting,08191 50599,false,BY-2649,51.514986,12.166192,Volksschule Erpfting,2649,08191 3847,Grundschule,Grundschule,BY
Fanschuhstraße 5 86956 Schongau,08861 200118,false,BY-2986,47.809982,10.893649,Volksschule Schongau,2986,08861 4219,Grundschule,Grundschule,BY
Haubenschloßplatz 1 87435 Kempten,0831 5400722,false,BY-8566,47.71703,10.306734,Volksschule Kempten,8566,0831 540070,Grundschule,Grundschule,BY
Pfarrwaldweg 3 87452 Altusried Krugzell,08374 93659,false,BY-8939,47.794865,10.272026,Volksschule Krugzell,8939,08374 8481,Grundschule,Grundschule,BY
Albert-Schweitzer-Straße 14 87527 Sonthofen,08321 669216,false,BY-8968,47.519369,10.26337,Volksschule Sonthofen-Rieden,8968,08321 669212,Grundschule,Grundschule,BY
Schulstr. 19 87616 Marktoberdorf Thalhofen a.d.Wertach,08342 98698,false,BY-8833,47.768249,10.594484,Volksschule Thalhofen a.d.Wertach,8833,08342 2214,Grundschule,Grundschule,BY
Schulweg 4 87671 Ronsberg,08306 975412,false,BY-8840,47.898353,10.411234,Volksschule Ronsberg,8840,08306 405,Grundschule,Grundschule,BY
Schulstraße 4 87719 Mindelheim,08261 4147,false,BY-8876,48.048469,10.492208,Volksschule Mindelheim,8876,08261 4109,Grundschule,Grundschule,BY
Hauptstraße 41 87776 Sontheim,08336 9526,false,BY-8881,48.009863,10.350447,Volksschule Sontheim,8881,08336 1237,Grundschule,Grundschule,BY
Schulstraße 15 88142 Wasserburg,08382 887709,false,BY-8803,47.567702,9.637127,Volksschule Wasserburg,8803,08382 887844,Grundschule,Grundschule,BY
Martin-Luther-Str. 4 89231 Neu-Ulm Offenhausen,0731 9723342,false,BY-8756,48.400175,10.019217,Volksschule Neu-Ulm-Offenhausen,8756,0731 73913,Grundschule,Grundschule,BY
Pestalozzistr. 1 89250 Senden Wullenstetten,07307 22152,false,BY-8770,48.31975,10.070833,Volksschule Wullenstetten,8770,07307 22126,Grundschule,Grundschule,BY
Falkenstr. 23 89269 Vöhringen,07306 961321,false,BY-8779,48.285083,10.075422,Volksschule Vöhringen-Nord,8779,07306 96130,Grundschule,Grundschule,BY
Rebaystr. 13 89312 Günzburg,08221 5443,false,BY-8736,48.446591,10.288207,Volksschule Günzburg - Südost,8736,08221 30546,Grundschule,Grundschule,BY
Hühleweg 6 89365 Röfingen,08222 42083,false,BY-8731,48.426955,10.44758,Volksschule Röfingen,8731,08222 7736,Grundschule,Grundschule,BY
Neue Hegelstr. 17 90409 Nürnberg,0911 9359033,false,BY-6594,49.467589,11.088458,"Volksschule Nürnberg, Friedrich-Hegel-Schule",6594,0911 356085,Grundschule,Grundschule,BY
Deutschherrnstr. 10 90429 Nürnberg,0911 260070,false,BY-6686,49.455004,11.063579,Private Wilhelm-Löhe-Volksschule Nürnberg,6686,0911 2708258,Grundschule,Grundschule,BY
Fürreuthweg 95 90451 Nürnberg,0911 6498878,false,BY-6589,49.408902,11.040282,Volksschule Nürnberg-Eibach,6589,0911 6493123,Grundschule,Grundschule,BY
Zugspitzstr. 123 90471 Nürnberg,0911 8129600,false,BY-6656,49.408869,11.118075,"Volksschule Nürnberg, Zugspitzstraße",6656,0911 811751,Grundschule,Grundschule,BY
Bartholomäusstr. 16 90489 Nürnberg,0911 5882929,false,BY-6580,49.455447,11.100396,"Volksschule Nürnberg, Bartholomäusschule",6580,0911 536018,Grundschule,Grundschule,BY
Am Zehnthof 8 90530 Wendelstein Röthenbach b.St.Wolfgang,09129 288530,false,BY-6933,49.363783,11.168182,Volksschule Röthenbach b.St.Wolfgang,6933,09129 8753,Grundschule,Grundschule,BY
Schulstr. 6 90552 Röthenbach,0911 5755989,false,BY-6860,49.48042,11.233958,Volksschule Röthenbach a.d.Pegnitz am Forstersberg,6860,0911 577620,Grundschule,Grundschule,BY
Schulstraße 2 90584 Allersberg,09176 90225,false,BY-6914,49.251954,11.231309,Volksschule Allersberg Sybilla-Maurer-Grundschule,6914,09176 1610,Grundschule,Grundschule,BY
Frauenstr. 15 90763 Fürth,0911 97083828,false,BY-6545,49.463475,10.996804,"Volksschule Fürth, Frauenstraße",6545,0911 97083811,Grundschule,Grundschule,BY
Zedernstr. 2 90768 Fürth,0911 761542,false,BY-6566,49.52533,10.96401,"Volksschule Fürth, Zedernstraße",6566,0911 761542,Grundschule,Grundschule,BY
Sandbergstr. 1 - 5 91058 Erlangen,09131 934991,false,BY-6521,49.572658,10.987568,Volksschule Erlangen-Bruck Max-und-Justine-Elsner-Schule,6521,09131 934916,Grundschule,Grundschule,BY
Bodenschatzstraße 9 91083 Baiersdorf,09133 603948,false,BY-6772,49.662638,11.034559,Volksschule Baiersdorf,6772,09133 3241,Grundschule,Grundschule,BY
Veit-Stoß-Str. 49 91154 Roth,09171 898171,false,BY-6677,49.257835,11.0846,Volksschule Roth - Nordring,6677,09171 975690,Grundschule,Grundschule,BY
Martin-Luther-Str. 2 91207 Lauf,09123 83890,false,BY-6847,49.502911,11.281213,Bertlein-Volksschule II Lauf a.d.Pegnitz,6847,09123 96948-10,Grundschule,Grundschule,BY
Schulstr. 21 91245 Simmelsdorf Bühl,09155 927711,false,BY-6867,49.04366,9.910573,Volksschule Bühl,6867,09155 927710,Grundschule,Grundschule,BY
Konradstraße 36 91301 Forchheim,09191 64241,false,BY-5723,49.72495,11.071276,Anna-Volksschule Forchheim,5723,09191 14489,Grundschule,Grundschule,BY
Wunderburg 4 91353 Hausen,09191 33174,false,BY-5729,49.688707,11.034635,Volksschule Hausen,5729,09191 31628,Grundschule,Grundschule,BY
Comeniusstr. 2 91413 Neustadt a.d.Aisch,09161 874601,false,BY-6892,49.574164,10.611524,Volksschule Neustadt a.d.Aisch  (Grundschule II),6892,09161 874600,Grundschule,Grundschule,BY
Fürstenstraße 2 91522 Ansbach,0981 86896,false,BY-6503,49.31602,10.581527,Volksschule Ansbach-Hennenbach,6503,0981 84142,Grundschule,Grundschule,BY
Alte Promenade 24 - 26 91550 Dinkelsbühl,09851 53787,false,BY-6711,49.06513,10.318278,Christoph-von-Schmid-Volksschule Dinkelsbühl,6711,09851 554647,Grundschule,Grundschule,BY
Bahnhofweg 5 91607 Gebsattel,09861 931017,false,BY-6722,49.35337,10.199061,Volksschule Gebsattel-Insingen-Neusitz,6722,09861 931057,Grundschule,Grundschule,BY
Hindenburgplatz 2 91710 Gunzenhausen,09831 5006444,false,BY-6961,49.117182,10.75921,Stephani-Volksschule Gunzenhausen,6961,09831 5006-0,Grundschule,Grundschule,BY
Altstadt 5 91737 Ornbau,09826 659940,false,BY-6741,49.176158,10.655581,Volksschule Ornbau,6741,09826 480,Grundschule,Grundschule,BY
Ringstraße 45 91785 Pleinfeld,09144 9270380,false,BY-6973,49.105173,10.982001,Volksschule Pleinfeld,6973,09144 92703-0,Grundschule,Grundschule,BY
Konrad-Mayer-Straße 2 92237 Sulzbach-Rosenberg,09661 53511,false,BY-4614,49.500054,11.747226,Pestalozzi-Volksschule Sulzbach-Rosenberg an der Konrad-Mayer-Straße,4614,09661 4524,Grundschule,Grundschule,BY
Meisenweg 45 92318 Neumarkt,09181 2601008,false,BY-4701,49.25345,11.461831,Volksschule Neumarkt i.d.OPf. in der Hasenheide,4701,09181 9350,Grundschule,Grundschule,BY
Eschenbachstr. 1 92348 Berg Sindlbach,09189 7290,false,BY-4719,49.363678,11.457144,Chunradus-Grundschule Sindlbach,4719,09189 1284,Grundschule,Grundschule,BY
St.-Andreas-Straße 3 92421 Schwandorf,09431 43166,false,BY-4859,49.34253,12.124459,Volksschule Schwandorf-Fronberg,4859,09431 2297,Grundschule,Grundschule,BY
Hauptstraße 48 92555 Trausnitz,09655 8195,false,BY-4868,49.524544,12.263936,Volksschule Trausnitz,4868,09655 8195,Grundschule,Grundschule,BY
Bildstraße 5 92660 Neustadt,09602 918061,false,BY-4744,49.726031,12.17318,Volksschule Neustadt a.d.Waldnaab,4744,09602 8438,Grundschule,Grundschule,BY
Ossangerweg 29 92708 Mantel,09605 1243,false,BY-4742,49.656353,12.043628,Volksschule Mantel,4742,09605 505,Grundschule,Grundschule,BY
Klenzestr. 31 93051 Regensburg,0941 5073934,false,BY-4544,49.004111,12.073271,Volksschule Regensburg-Königswiesen,4544,0941 5073931,Grundschule,Grundschule,BY
Isarstr. 24 93057 Regensburg,0941 5072049,false,BY-4527,49.032606,12.118533,Hans-Herrmann-Volksschule Regensburg,4527,0941 5072046,Grundschule,Grundschule,BY
Gailsbacher Str. 1 93095 Hagelstadt,09453 999058,false,BY-4786,48.895964,12.218535,Volksschule Hagelstadt,4786,09453 1706,Grundschule,Grundschule,BY
Regensburger Str. 75 93142 Maxhütte-Haidhof,09471 6019112,false,BY-4838,49.193951,12.097003,Volksschule Maxhütte-Haidhof,4838,09471 60190,Grundschule,Grundschule,BY
Am Kirchberg 14 93180 Deuerling,09498 902318,false,BY-4779,49.033872,11.906042,Volksschule Deuerling,4779,09498 902316,Grundschule,Grundschule,BY
Schulstr. 9 93326 Abensberg Offenstetten,09443 905288,false,BY-3674,48.802437,11.90927,Volksschule Offenstetten,3674,09443 6297,Grundschule,Grundschule,BY
Hemauer Straße 7 93351 Painten,09499 563,false,BY-3675,48.998699,11.810256,Volksschule Painten,3675,09499 224,Grundschule,Grundschule,BY
Allee 8 93449 Waldmünchen,09972 903575,false,BY-4675,49.379772,12.706034,Volksschule Waldmünchen,4675,09972 252,Grundschule,Grundschule,BY
Pitzlinger Str. 1 93482 Pemfling,09971 801755,false,BY-4655,49.263966,12.609935,Volksschule Pemfling,4655,09971 9182,Grundschule,Grundschule,BY
Bozener Str. 11 94036 Passau,0851 52030,false,BY-3527,48.557876,13.42294,Volksschule Passau-Haidenhof,3527,0851 52180,Grundschule,Grundschule,BY
Kirchberg 6 94065 Waldkirchen Karlsbach,08581 620,false,BY-3631,48.7635411,13.5746164,Volksschule Karlsbach,3631,08581 620,Grundschule,Grundschule,BY
Dorfstr. 30 94107 Untergriesbach Schaibing,08593 6228,false,BY-3799,48.600534,13.642404,Volksschule Schaibing,3799,08593 1237,Grundschule,Grundschule,BY
Schulstr. 23 94145 Haidmühle Bischofsreut,08556 972757,false,BY-3617,48.827083,13.77719,Volksschule Bischofsreut-Haidmühle,3617,08556 331,Grundschule,Grundschule,BY
Schulstr. 3 94161 Ruderting,08509 7202,false,BY-3783,48.65409,13.411858,Volksschule Ruderting,3783,08509 448,Grundschule,Grundschule,BY
Max-Peinkofer-Weg 3 94253 Bischofsmais,09920 902105,false,BY-3817,48.919836,13.082437,Volksschule Bischofsmais,3817,09920 1202,Grundschule,Grundschule,BY
Niederalteicher Str. 13 94315 Straubing,09421 7899459,false,BY-3557,48.881493,12.633241,Volksschule Straubing-Ittling,3557,09421 63288,Grundschule,Grundschule,BY
Hauptstr. 6 94362 Neukirchen,,false,BY-3913,48.975157,12.753721,Volksschule Neukirchen,3913,09961 6282,Grundschule,Grundschule,BY
Preysingstraße 21 94447 Plattling,09931 71526,false,BY-3601,48.776974,12.865258,Volksschule Plattling,3601,09931 6748,Grundschule,Grundschule,BY
Beutelsbacher Str. 12 94474 Vilshofen Aunkirchen,08543 1445,false,BY-3802,48.598306,13.130281,Volksschule Vilshofen-Aunkirchen,3802,08543 1445,Grundschule,Grundschule,BY
Kirchweg 17 94505 Bernried Edenstetten,09905 8714,false,BY-3580,48.892084,12.925432,Volksschule Bernried,3580,09905 353,Grundschule,Grundschule,BY
Schulstr. 7 - 9 94542 Haarbach,08535 1385,false,BY-3758,48.501406,13.149595,Volksschule Haarbach,3758,08535 310,Grundschule,Grundschule,BY
Kirchplatz 4 94554 Moos,09938 8238,false,BY-3590,48.745068,12.952018,Volksschule Moos,3590,09938 221,Grundschule,Grundschule,BY
Leimitzer Str. 56 95028 Hof,09281 478636,false,BY-5573,50.316493,11.929265,Christian-Wolfrum-Volksschule Hof,5573,09281 40036,Grundschule,Grundschule,BY
Wallstraße 13 95111 Rehau,09283 899564,false,BY-5767,50.249389,12.037739,Pestalozzi-Volksschule Rehau II,5767,09283 9778,Grundschule,Grundschule,BY
Am Mühlhügel 11 95179 Geroldsgrün,09288 1716,false,BY-5754,50.340597,11.596778,Volksschule Geroldsgrün,5754,09288 1706,Grundschule,Grundschule,BY
Beethovenstraße 10 95213 Münchberg,09251 3013,false,BY-5759,50.187047,11.788106,Kreuzberg-Volksschule Münchberg,5759,09251 3341,Grundschule,Grundschule,BY
